"SOURCE","Source","BRANCH","Branch","TYPEXP","Type of Expenditure","TYPROG","Type of Programme","UNIT","Measure","COUNTRY","Country","YEAR","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"10","Public","8","Housing","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",0,,
"10","Public","8","Housing","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",850888.377,,
"10","Public","8","Housing","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",221.86737885946,,
"10","Public","9","Other social policy areas","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",0,,
"10","Public","9","Other social policy areas","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",245807.156,,
"10","Public","9","Other social policy areas","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",6352.3500592519,,
"10","Public","9","Other social policy areas","1","Cash benefits","911","Other social policy areas - Income maintenance","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"10","Public","9","Other social policy areas","1","Cash benefits","911","Other social policy areas - Income maintenance","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",2164.7435316388,,
"10","Public","9","Other social policy areas","1","Cash benefits","912","Other social policy areas - Other cash benefits","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",0,,
"10","Public","9","Other social policy areas","1","Cash benefits","912","Other social policy areas - Other cash benefits","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",157954.963,,
"10","Public","9","Other social policy areas","1","Cash benefits","912","Other social policy areas - Other cash benefits","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",3353.4507711173,,
"10","Public","9","Other social policy areas","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",0,,
"10","Public","9","Other social policy areas","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",157954.963,,
"10","Public","9","Other social policy areas","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",5518.1943027562,,
"10","Public","9","Other social policy areas","2","Benefits in kind","921","Other social policy areas - Social assistance","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"10","Public","9","Other social policy areas","2","Benefits in kind","921","Other social policy areas - Social assistance","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",606.1533870238,,
"10","Public","9","Other social policy areas","2","Benefits in kind","922","Other social policy areas - Other benefits in kind","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",87852.193,,
"10","Public","9","Other social policy areas","2","Benefits in kind","922","Other social policy areas - Other benefits in kind","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",228.00236947192,,
"10","Public","9","Other social policy areas","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",0,,
"10","Public","9","Other social policy areas","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",87852.193,,
"10","Public","9","Other social policy areas","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",834.15575649571,,
"10","Public","90","Total","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",109402.9,,
"10","Public","90","Total","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",9637046.103,,
"10","Public","90","Total","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",136560.92086874,,
"10","Public","90","Total","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",73238.674,,
"10","Public","90","Total","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",4378139.556,,
"10","Public","90","Total","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",75825.542958213,,
"10","Public","90","Total","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",36317.361,,
"10","Public","90","Total","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",5044697.107,,
"10","Public","90","Total","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",59712.535326181,,
"20","Mandatory private","1","Old age","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",1114295.803,,
"20","Mandatory private","1","Old age","1","Cash benefits","111","Old age - Pension","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",577643.735,,
"20","Mandatory private","1","Old age","1","Cash benefits","112","Old age - Early retirement pension","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",536652.067,,
"20","Mandatory private","1","Old age","1","Cash benefits","113","Old age - Other cash benefits","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","1","Old age","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",1114295.803,,
"20","Mandatory private","1","Old age","2","Benefits in kind","121","Old age - Residential care / Home-help services","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","1","Old age","2","Benefits in kind","122","Old age - Other benefits in kind","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","1","Old age","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","2","Survivors","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",229113.72,,
"20","Mandatory private","2","Survivors","1","Cash benefits","211","Survivors - Pension","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",229113.72,,
"20","Mandatory private","2","Survivors","1","Cash benefits","212","Survivors - Other cash benefits","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","2","Survivors","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",229113.72,,
"20","Mandatory private","2","Survivors","2","Benefits in kind","221","Survivors - Funeral expenses","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","2","Survivors","2","Benefits in kind","222","Survivors - Other benefits in kind","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","2","Survivors","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","3","Incapacity related","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",210591.911,,
"20","Mandatory private","3","Incapacity related","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",17.743456020149,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","311","Incapacity related - Disability pensions","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",210591.911,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","312","Incapacity related - Pensions (occupational injury and disease)","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","313","Incapacity related - Paid sick leave (occupational injury and disease)","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","314","Incapacity related - Paid sick leave (other sickness daily allowances)","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","314","Incapacity related - Paid sick leave (other sickness daily allowances)","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",17.743456020149,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","315","Incapacity related - Other cash benefits","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",210591.911,,
"20","Mandatory private","3","Incapacity related","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",17.743456020149,,
"20","Mandatory private","3","Incapacity related","2","Benefits in kind","321","Incapacity related - Residential care / Home-help services","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","3","Incapacity related","2","Benefits in kind","322","Incapacity related - Rehabilitation services","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","3","Incapacity related","2","Benefits in kind","323","Incapacity related - Other benefits in kind","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","3","Incapacity related","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","4","Health","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",1120349.538,,
"20","Mandatory private","4","Health","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",1120349.538,,
"20","Mandatory private","4","Health","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","5","Family","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","5","Family","1","Cash benefits","511","Family - Family allowances","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","5","Family","1","Cash benefits","512","Family - Maternity and parental leave","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","5","Family","1","Cash benefits","513","Family - Other cash benefits","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","5","Family","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","5","Family","2","Benefits in kind","521","Family - Early childhood education and care (ECEC)","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","5","Family","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","601","Active labour market programmes - PES and Administration","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","602","Active labour market programmes - Training","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","603","Active labour market programmes - Job Rotation and Job Sharing","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","604","Active labour market programmes - Employment Incentives","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","605","Active labour market programmes - Supported Employment and Rehabilitation","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","606","Active labour market programmes - Direct Job Creation","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","6","Active labour market programmes","0","Total","607","Active labour market programmes - Start-Up Incentives","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","7","Unemployment","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",262247.099,,
"20","Mandatory private","7","Unemployment","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",1692.0226696303,,
"20","Mandatory private","7","Unemployment","1","Cash benefits","711","Unemployment - Unemployment compensation / severance pay","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",262247.099,,
"20","Mandatory private","7","Unemployment","1","Cash benefits","711","Unemployment - Unemployment compensation / severance pay","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",1692.0226696303,,
"20","Mandatory private","7","Unemployment","1","Cash benefits","712","Unemployment- Early retirement for labour market reasons","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","7","Unemployment","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",262247.099,,
"20","Mandatory private","7","Unemployment","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",1692.0226696303,,
"20","Mandatory private","7","Unemployment","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","8","Housing","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","8","Housing","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","8","Housing","2","Benefits in kind","821","Housing - Housing assistance","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","8","Housing","2","Benefits in kind","822","Housing - Other benefits in kind","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","8","Housing","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","9","Other social policy areas","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","9","Other social policy areas","1","Cash benefits","911","Other social policy areas - Income maintenance","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","9","Other social policy areas","1","Cash benefits","912","Other social policy areas - Other cash benefits","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","9","Other social policy areas","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","9","Other social policy areas","2","Benefits in kind","921","Other social policy areas - Social assistance","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","9","Other social policy areas","2","Benefits in kind","922","Other social policy areas - Other benefits in kind","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","9","Other social policy areas","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"20","Mandatory private","90","Total","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",2936598.071,,
"20","Mandatory private","90","Total","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",1709.7661256504,,
"20","Mandatory private","90","Total","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",2936598.071,,
"20","Mandatory private","90","Total","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",1709.7661256504,,
"20","Mandatory private","90","Total","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"30","Voluntary private","4","Health","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",0,,
"30","Voluntary private","4","Health","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",1517532.464,,
"30","Voluntary private","4","Health","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",7186.940747697,,
"30","Voluntary private","90","Total","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",1517532.464,,
"30","Voluntary private","90","Total","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",19268.914919003,,
"10_20","Public and mandatory private","1","Old age","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",57424.499,,
"10_20","Public and mandatory private","1","Old age","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",3449706.774,,
"10_20","Public and mandatory private","1","Old age","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",37954.042098431,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","111","Old age - Pension","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",56133.862,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","111","Old age - Pension","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",2843043.671,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","111","Old age - Pension","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",18564.714699522,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","112","Old age - Early retirement pension","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",571347.721,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","113","Old age - Other cash benefits","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",1290.638,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","113","Old age - Other cash benefits","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",26513.146,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","113","Old age - Other cash benefits","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",18302.196821765,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",57424.499,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",3440904.539,,
"10_20","Public and mandatory private","1","Old age","1","Cash benefits","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",36866.911521287,,
"10_20","Public and mandatory private","1","Old age","2","Benefits in kind","121","Old age - Residential care / Home-help services","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",0,,
"10_20","Public and mandatory private","1","Old age","2","Benefits in kind","121","Old age - Residential care / Home-help services","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",8802.236,,
"10_20","Public and mandatory private","1","Old age","2","Benefits in kind","121","Old age - Residential care / Home-help services","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",501.97443014781,,
"10_20","Public and mandatory private","1","Old age","2","Benefits in kind","122","Old age - Other benefits in kind","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",0,,
"10_20","Public and mandatory private","1","Old age","2","Benefits in kind","122","Old age - Other benefits in kind","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",585.15614699635,,
"10_20","Public and mandatory private","1","Old age","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",0,,
"10_20","Public and mandatory private","1","Old age","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",8802.236,,
"10_20","Public and mandatory private","1","Old age","2","Benefits in kind","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",1087.1305771441,,
"10_20","Public and mandatory private","2","Survivors","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",13758.427,,
"10_20","Public and mandatory private","2","Survivors","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",813034.563,,
"10_20","Public and mandatory private","2","Survivors","0","Total","0","Total","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",5533.3441828546,,
"10_20","Public and mandatory private","2","Survivors","1","Cash benefits","211","Survivors - Pension","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",13584.259,,
"10_20","Public and mandatory private","2","Survivors","1","Cash benefits","211","Survivors - Pension","NCST","At constant prices (2005) in national currency, in millions","CHL","Chile","2013","2013","CLP","Chilean Peso","6","millions","2005","2005",788775.545,,
"10_20","Public and mandatory private","2","Survivors","1","Cash benefits","211","Survivors - Pension","NCST","At constant prices (2005) in national currency, in millions","ISR","Israel","2013","2013","ILS","New Israeli Sheqel","6","millions","2005","2005",1644.1126942162,,
"10_20","Public and mandatory private","2","Survivors","1","Cash benefits","212","Survivors - Other cash benefits","NCST","At constant prices (2005) in national currency, in millions","TUR","Turkey","2013","2013","TRY","Turkish Lira","6","millions","2005","2005",150.71,,
